127.0.0.1 - - [19/May/2022:20:52:57 +0900] "GET / HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:17 +0900] "GET /BBS/logoutAction.jsp?href=recommendmap HTTP/1.1" 200 402
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:17 +0900] "GET /BBS/recommendmap.jsp HTTP/1.1" 200 6797
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:19 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=private HTTP/1.1" 200 6442
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:20 +0900] "GET /BBS/map.jsp?userID=aaa HTTP/1.1" 200 100538
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:26 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:26 +0900] "GET /BBS/recommendmap.jsp HTTP/1.1" 200 6553
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:27 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 6298
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:28 +0900] "GET /BBS/map.jsp?userID=bbb&myLink=yes HTTP/1.1" 200 101183
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:30 +0900] "POST /BBS/publicmapAction.jsp?userID=bbb&publicmap=0 HTTP/1.1" 200 154
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:33 +0900] "POST /BBS/publicmapAction.jsp?userID=bbb&publicmap=1 HTTP/1.1" 200 154
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:34 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 6298
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:35 +0900] "GET /BBS/logoutAction.jsp?href=home HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:35 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 6531
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:36 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 6807
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:37 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=private HTTP/1.1" 200 6442
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:38 +0900] "GET /BBS/map.jsp?userID=bbb HTTP/1.1" 200 100538
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:43 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:43 +0900] "GET /BBS/recommendmap.jsp HTTP/1.1" 200 6553
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:50 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 6298
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:51 +0900] "GET /BBS/map.jsp?userID=bbb&myLink=yes HTTP/1.1" 200 101183
0:0:0:0:0:0:0:1 - - [19/May/2022:20:54:53 +0900] "POST /BBS/publicmapAction.jsp?userID=bbb&publicmap=0 HTTP/1.1" 200 154
0:0:0:0:0:0:0:1 - - [19/May/2022:20:56:57 +0900] "GET /BBS/map.jsp?userID=bbb&myLink=yes HTTP/1.1" 200 101183
0:0:0:0:0:0:0:1 - - [19/May/2022:20:57:01 +0900] "POST /BBS/publicmapAction.jsp?userID=bbb&publicmap=1 HTTP/1.1" 200 154
0:0:0:0:0:0:0:1 - - [19/May/2022:20:57:02 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 6298
0:0:0:0:0:0:0:1 - - [19/May/2022:20:57:03 +0900] "GET /BBS/logoutAction.jsp?href=home HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [19/May/2022:20:57:03 +0900] "GET /BBS/home.jsp HTTP/1.1" 200 6531
0:0:0:0:0:0:0:1 - - [19/May/2022:21:00:16 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=public HTTP/1.1" 200 6807
0:0:0:0:0:0:0:1 - - [19/May/2022:21:00:17 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=private HTTP/1.1" 200 6442
0:0:0:0:0:0:0:1 - - [19/May/2022:21:00:18 +0900] "GET /BBS/map.jsp?userID=bbb HTTP/1.1" 200 100538
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:01 +0900] "GET /BBS/recommendmap.jsp?pageNumber=1&selected=private HTTP/1.1" 200 6442
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:03 +0900] "GET /BBS/map.jsp?userID=bbb HTTP/1.1" 200 100540
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:07 +0900] "GET /BBS/map.jsp?userID=bbb HTTP/1.1" 200 100540
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:11 +0900] "GET /BBS/map.jsp?userID=aaa HTTP/1.1" 200 100540
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:14 +0900] "GET /BBS/map.jsp?userID=aaa HTTP/1.1" 200 100540
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:22 +0900] "GET /BBS/map.jsp?userID=aaa HTTP/1.1" 200 100540
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:27 +0900] "GET /BBS/map.jsp?userID=test01 HTTP/1.1" 200 102246
0:0:0:0:0:0:0:1 - - [19/May/2022:21:01:30 +0900] "GET /BBS/map.jsp?userID=bbb HTTP/1.1" 200 100540
